name	entry_point	behaviour	boundary	instructions	decoded_extent_bytes	arity	arity_candidates	nominal_arity	declared_arity	arity_agrees	loop_carried_operands	operand_state_cap_hit	helper_pops	helper_pushes	inline_pops	inline_pushes	calls	call_targets	tail_calls	indirect_calls	virtual_call_slots	globals_read	constant_refs	globals_written	pointer_write_addresses	global_addresses	constant_addresses	string_refs	import_kinds_at_depth	state_write_depth	calls_mutating_method	direct_imports
setcontainerselectedoutlinecolor	0x0046ed50	reads-state	complete	186	552	-	0,1,2,3,4	4	4	yes	no	no	0	0	4	0	6	0x4026a0,0x404ab0,0x474ee0,0x4927f0,0x4d41c0,0x4d4550	0	0	-	2	1	0	-	0x584ae8,0x5a7b50	0x557a68	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
setcontrollingcomputer	0x004b92e0	reads-state	complete	104	311	-	0,1,2	2	2	yes	no	no	0	0	2	0	3	0x4b9420,0x4d4550,0x5394a0	0	0	-	1	0	0	-	0x5aa12c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	2	yes	-
setcrystalbartervalueproc	0x00434bc0	mutates-state	complete	29	100	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	2	-	0x5789c0,0x5789c4	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setcurrentartifactdata	0x0042c080	reads-state	complete	97	312	-	0,1,2	2	2	yes	no	no	0	0	2	1	3	0x428f40,0x4d4550,0x5394a0	0	0	-	1	0	0	-	0x5788c4	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
setcurrentcombatattackspell	0x00425560	reads-state	complete	66	208	-	0,1	1	1	yes	no	no	0	0	1	0	4	0x4d4550,0x529400,0x530200,0x5394a0	0	0	-	1	0	0	-	0x584ae8	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
setcurrentcombatdefendspell	0x00425630	reads-state	complete	66	208	-	0,1	1	1	yes	no	no	0	0	1	0	4	0x4d4550,0x529420,0x530200,0x5394a0	0	0	-	1	0	0	-	0x584ae8	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
setcurrentgeneralspell	0x004257d0	reads-state	complete	66	208	-	0,1	1	1	yes	no	no	0	0	1	0	4	0x4d4550,0x529460,0x530200,0x5394a0	0	0	-	1	0	0	-	0x584ae8	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
setcurrentselection	0x0052f720	reads-state	complete	52	170	-	0,1	1	1	yes	no	no	0	0	1	0	3	0x4d4550,0x52b640,0x5394a0	0	0	-	2	0	0	-	0x5a7d8c,0x5a7d90	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
setcurrentterraspell	0x00425700	reads-state	complete	66	208	-	0,1	1	1	yes	no	no	0	0	1	0	4	0x4d4550,0x529440,0x530200,0x5394a0	0	0	-	1	0	0	-	0x584ae8	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
setcurrenttickalarmdata	0x00410e30	reads-state	complete	119	360	-	0,1,2	2	2	yes	no	no	0	0	2	1	4	0x4026a0,0x410cf0,0x4d41c0,0x4d4550	0	0	-	1	1	0	-	0x5aee88	0x5557c8	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
setcurrentturnalarmdata	0x00411060	reads-state	complete	119	360	-	0,1,2	2	2	yes	no	no	0	0	2	1	4	0x4026a0,0x410d30,0x4d41c0,0x4d4550	0	0	-	1	1	0	-	0x5aee9c	0x5557c8	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
setcursortype	0x00472a00	reads-state	complete	63	192	-	0,1	1	1	yes	no	no	0	0	1	0	3	0x472740,0x4d4550,0x5394a0	0	0	-	1	0	0	-	0x5a9e04	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@1,time@3,other@3	3	yes	-
setcustomleaderflag	0x0044cc40	mutates-state	complete	66	198	-	0,1	1	1	yes	no	no	0	0	1	0	2	0x4d4550,0x5394a0	0	0	-	0	0	1	-	0x5876c4	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setdefaultbuttonsound	0x0047b1c0	mutates-state	complete	57	174	-	0,1	1	1	yes	no	no	0	0	1	0	2	0x4d4550,0x5394a0	0	0	-	0	0	1	-	0x58676c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setdetectthiefimage	0x00424170	mutates-state	complete	51	165	-	0,1	1	1	yes	no	no	0	0	1	0	3	0x492760,0x4d4550,0x5394a0	0	0	-	1	0	1	-	0x5787fc,0x5a7b50	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	yes	-
setdialogbackground	0x00490610	mutates-state	complete	61	192	-	0,1,2	2	2	yes	no	no	0	0	1	0	3	0x4906d0,0x4d4550,0x5394a0	0	0	-	0	0	1	-	0x5aa128	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setdialogdict	0x004908b0	unknown	complete	40	115	-	0,1,2	2	2	yes	no	no	0	0	1	0	2	0x4906d0,0x4d4550	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
setdifficultylevel	0x00485dd0	mutates-state	complete	57	181	-	0,1	1	1	yes	no	no	0	0	1	0	3	0x4d41c0,0x4d4550,0x5394a0	0	0	-	0	1	1	-	0x5af0f4	0x55b46c	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	0	yes	-
setdiplomaticbrain	0x004bf9b0	mutates-state	complete	50	172	-	0,1	1	1	yes	no	no	0	0	1	0	2	0x4d41c0,0x4d4550	0	0	-	0	1	2	-	0x584488,0x58448c	0x555764	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	0	yes	-
setdiplomaticlevel	0x0050aaf0	unknown	complete	167	501	-	0,1,2,3	3	3	yes	no	no	1	0	2	0	7	0x4026a0,0x404ab0,0x49f410,0x4bdce0,0x4d41c0,0x4d4550,0x5394a0	0	0	-	0	1	0	-	-	0x57398c	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
setdisplaymode	0x004a1e30	reads-state	complete	52	170	-	0,1	1	1	yes	no	no	0	0	1	0	3	0x4a1e00,0x4d4550,0x5394a0	0	0	-	2	0	0	-	0x5a7d8c,0x5a8084	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
setdivergecallback	0x004d8500	mutates-state	complete	29	100	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	2	-	0x5aa168,0x5aa16c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setdivergecleanupcallback	0x004d8570	mutates-state	complete	29	100	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	2	-	0x5aa170,0x5aa174	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setdoknockoutprisonercallback	0x004e2f80	mutates-state	complete	29	100	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	2	-	0x5a7cec,0x5a7cf0	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setdoodadheight	0x004db9a0	reads-state	complete	100	309	-	0,1,2	2	2	yes	no	no	0	0	2	0	5	0x492760,0x495a90,0x4d41c0,0x4d4550,0x5394a0	0	0	-	1	1	0	-	0x5a7b50	0x5727cc	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
setdoodadinfo	0x004dbd00	reads-state	complete	278	778	-	0,1,2,3,4,5,6	6	6	yes	no	no	1	0	5	0	7	0x4026a0,0x404ab0,0x40adb0,0x491ec0,0x492760,0x4d41c0,0x4d4550	0	0	-	1	3	0	-	0x5a7b50	0x572798,0x5727d8,0x5727ec	3	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
setdoodadwidth	0x004db860	reads-state	complete	100	309	-	0,1,2	2	2	yes	no	no	0	0	2	0	5	0x492760,0x495a90,0x4d41c0,0x4d4550,0x5394a0	0	0	-	1	1	0	-	0x5a7b50	0x5727cc	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
setdoorwayid	0x004888f0	mutates-state	complete	57	174	-	0,1	1	1	yes	no	no	0	0	1	0	2	0x4d4550,0x5394a0	0	0	-	0	0	1	-	0x5ae8c4	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setdoorwaypresent	0x00488390	mutates-state	complete	57	174	-	0,1	1	1	yes	no	no	0	0	1	0	2	0x4d4550,0x5394a0	0	0	-	0	0	1	-	0x5ae8b8	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setdoorwayproc	0x004886b0	mutates-state	complete	29	100	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	2	-	0x5ae8d4,0x5ae8d8	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setdoorwaystatusproc	0x00488770	mutates-state	complete	29	100	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	2	-	0x5ae8dc,0x5ae8e0	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setdoubleflagdelta	0x004bfe40	mutates-state	complete	57	174	-	0,1	1	1	yes	no	no	0	0	1	0	2	0x4d4550,0x5394a0	0	0	-	0	0	1	-	0x55d6ec	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setdungeonarmyinstantiateproc	0x0050c8c0	mutates-state	complete	29	100	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	2	-	0x5d2d50,0x5d2d54	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setdungeonconquer	0x00511270	file-or-resource-io	complete	88	256	1	1	1	1	yes	no	no	0	0	0	0	3	0x50cd20,0x53385e,0x539eb0	0	2	-	0	1	0	-	-	0x555130	1	file-io@6,archive@0,memory@6,thread@5,window-input@3,time@3,other@3	3	no	STORM.dll!#403
seteditboxfont	0x004deb10	reads-state	complete	118	340	-	0,1,2	2	2	yes	no	no	0	0	2	0	5	0x492de0,0x493360,0x4d41c0,0x4d4550,0x5394a0	0	0	-	1	2	0	-	0x5a7b50	0x5728e8,0x572904	2	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
seteditboxtext	0x004ded50	reads-state	complete	99	319	-	0,1,2	2	2	yes	no	no	0	0	2	0	4	0x493360,0x4d41c0,0x4d4550,0x5394a0	0	0	-	1	1	0	-	0x5a7b50	0x572924	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
seteditlength	0x00497650	reads-state	complete	88	279	-	0,1,2	2	2	yes	no	no	0	0	2	0	3	0x493360,0x4d4550,0x5394a0	0	0	-	1	0	0	-	0x5a7b50	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
seteditscrolldelay	0x00497410	reads-state	complete	90	283	-	0,1,2	2	2	yes	no	no	0	0	2	0	3	0x493360,0x4d4550,0x5394a0	0	0	-	1	0	0	-	0x5a7b50	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
seteditscrolltick	0x00497530	reads-state	complete	90	283	-	0,1,2	2	2	yes	no	no	0	0	2	0	3	0x493360,0x4d4550,0x5394a0	0	0	-	1	0	0	-	0x5a7b50	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
setelevation	0x004dfd80	reads-state	complete	131	424	-	0,1,2,3	3	3	yes	no	no	0	0	3	0	5	0x4026a0,0x404ab0,0x4a59d0,0x4d4550,0x5394a0	0	0	-	1	1	0	-	0x5ae958	0x54dd38	0	file-io@5,archive@4,memory@6,thread@4,window-input@3,time@3,other@2	3	yes	-
setelevationbrush	0x004da4a0	mutates-state	complete	56	194	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	1	1	2	-	0x5a7d8c,0x5a7d98,0x5a7d9c	0x54dd38	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setendcombatquestionproc	0x00462650	mutates-state	complete	29	100	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	2	-	0x5af16c,0x5af170	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setendcombatquestionticks	0x00462710	mutates-state	complete	57	174	-	0,1	1	1	yes	no	no	0	0	1	0	2	0x4d4550,0x5394a0	0	0	-	0	0	1	-	0x5af174	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setendordermodeproc	0x00503160	mutates-state	complete	29	100	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	2	-	0x584c98,0x584c9c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setenterexitprogressfilenamecallbackproc	0x004877d0	mutates-state	complete	29	100	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	2	-	0x5aa1c4,0x5aa1c8	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
seterrorproc	0x004ccc60	operand-only	complete	49	29287	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
setexplainluckysurvivorproc	0x00462810	mutates-state	complete	29	100	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	2	-	0x5af178,0x5af17c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setexplored	0x004ac8f0	reads-state	complete	121	371	-	0,1,2,3	3	3	yes	no	no	0	0	3	0	4	0x4026a0,0x404ab0,0x4abe80,0x4d4550	0	0	-	1	0	0	-	0x5ae958	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
setfaithcallback	0x004e5db0	mutates-state	complete	29	100	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	2	-	0x579360,0x579364	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setfaithpalcallbackproc	0x004d88f0	mutates-state	complete	29	100	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	2	-	0x5aa708,0x5aa70c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setfaithstartingleadertype	0x004879c0	mutates-state	complete	109	328	-	0,1,2	2	2	yes	no	no	0	0	2	0	3	0x4d41c0,0x4d4550,0x5394a0	0	0	-	0	2	1	-	0x5af0f8	0x55b4c0,0x55b4d0	2	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	0	yes	-
setfamefromactions	0x004bfef0	floating-point	complete	59	184	-	0,1,2	2	2	yes	no	no	1	0	1	0	3	0x4bdce0,0x4d4550,0x5394a0	0	0	-	0	1	0	-	-	0x54dcc0	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
setfileactivityprogresscallbackproc	0x00487760	mutates-state	complete	29	100	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	2	-	0x5aa1bc,0x5aa1c0	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setfinishcombatproc	0x004e36b0	mutates-state	complete	29	100	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	2	-	0x5a7d64,0x5a7d68	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setfocus	0x00505440	reads-state	complete	93	293	-	0,1,2	2	2	yes	no	no	0	0	2	0	4	0x4d41c0,0x4d4550,0x500050,0x5394a0	0	0	-	1	1	0	-	0x584ae8	0x5736d0	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
setfoodbartervalueproc	0x00434ae0	mutates-state	complete	29	100	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	2	-	0x578a68,0x578a6c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setformation	0x0041fb40	reads-state	complete	162	508	-	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16	-	3	yes	yes	yes	0	0	3	0	6	0x4026a0,0x404ab0,0x41faf0,0x4d41c0,0x4d4550,0x5394a0	0	0	-	1	2	0	-	0x5787b8	0x54d450,0x555c4c	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
setgamereservedint	0x00489740	reads-state	complete	104	311	-	0,1,2	2	2	yes	no	no	0	0	2	0	3	0x4896e0,0x4d4550,0x5394a0	0	0	-	1	0	0	-	0x5aa12c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
setgameselectcallback	0x004b5c60	mutates-state	complete	29	100	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	2	-	0x5843f8,0x5843fc	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setgateheight	0x004587b0	mutates-state	complete	59	187	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	1	1	-	0x5ae938	0x54d6c8	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setgatepieces	0x00459010	reads-state	complete	131	408	-	0,1,2,3	3	3	yes	no	no	0	0	3	0	5	0x4026a0,0x404ab0,0x455270,0x4d4550,0x5394a0	0	0	-	1	0	0	-	0x5ae8e8	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
setgocallback	0x00461410	mutates-state	complete	29	100	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	2	-	0x5af158,0x5af15c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setgocountdown	0x004611b0	reads-state	complete	63	192	-	0,1	1	1	yes	no	no	0	0	1	0	3	0x460de0,0x4d4550,0x5394a0	0	0	-	1	0	0	-	0x5aa12c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	2	yes	-
setgoldbartervalueproc	0x00434b50	mutates-state	complete	29	100	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	2	-	0x5789c8,0x5789cc	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setgridflag	0x00459c60	reads-state	complete	131	408	-	0,1,2,3	3	3	yes	no	no	0	0	3	0	5	0x4026a0,0x404ab0,0x459c40,0x4d4550,0x5394a0	0	0	-	1	0	0	-	0x5ae958	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
setheir	0x004e6f90	operand-only	complete	20	58	1	1	1	1	yes	no	no	1	0	0	0	2	0x41bf10,0x525f80	0	0	-	0	0	0	-	-	-	0	file-io@6,archive@5,memory@6,thread@5,window-input@3,time@3,other@3	3	no	-
setheirasleader	0x004c0a90	unknown	complete	48	122	1	1	1	1	yes	no	no	1	0	0	0	3	0x41bf10,0x4c08c0,0x4d41c0	0	0	-	0	2	0	-	-	0x55d8f0,0x55d918	2	file-io@6,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
sethighlightcolor	0x0052d9b0	mutates-state	complete	186	555	-	0,1,2,3,4	4	4	yes	no	no	0	0	4	0	5	0x4026a0,0x404ab0,0x474ee0,0x4d41c0,0x4d4550	0	0	-	1	1	1	-	0x584ae8,0x5a9dd0	0x5743b8	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	0	yes	-
setimpplayeraction	0x0049e860	reads-state	complete	100	307	-	0,1,2	2	2	yes	no	no	0	0	2	0	5	0x492880,0x49da80,0x4d41c0,0x4d4550,0x5394a0	0	0	-	1	1	0	-	0x5a7b50	0x55c8cc	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
setimpplayerdirection	0x0049e9a0	reads-state	complete	143	438	-	0,1,2,3	3	3	yes	no	no	0	0	3	0	7	0x4026a0,0x404ab0,0x492880,0x49dc60,0x4d41c0,0x4d4550,0x5394a0	0	0	-	1	1	0	-	0x5a7b50	0x55c8cc	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
setimpplayerfacing	0x0049eb60	reads-state	complete	100	307	-	0,1,2	2	2	yes	no	no	0	0	2	0	5	0x492880,0x49dcc0,0x4d41c0,0x4d4550,0x5394a0	0	0	-	1	1	0	-	0x5a7b50	0x55c8cc	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
setimpplayerframe	0x0049eca0	reads-state	complete	113	353	-	0,1,2	2	2	yes	no	no	0	0	2	0	7	0x4026a0,0x404ab0,0x492880,0x49d9a0,0x4d41c0,0x4d4550,0x5394a0	0	0	-	1	1	0	-	0x5a7b50	0x55c8cc	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
setimpplayerimp	0x0049ee10	reads-state	complete	109	321	-	0,1,2	2	2	yes	no	no	0	0	2	0	6	0x492850,0x492880,0x49c9d0,0x4d41c0,0x4d4550,0x5394a0	0	0	-	1	1	0	-	0x5a7b50	0x55c8cc	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
setincombatspoils	0x00462940	mutates-state	complete	121	355	-	0,1,2,3	3	3	yes	no	no	1	0	2	0	5	0x4026a0,0x404ab0,0x4bdce0,0x4d41c0,0x4d4550	0	0	-	2	2	2	-	0x5aa7d4,0x5aadb0,0x5cd1c4,0x5cd1d8	0x55778c,0x5577a0	2	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	0	yes	-
setinfectproc	0x00526b30	mutates-state	complete	29	100	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	2	-	0x5d3810,0x5d3814	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setinitiatebartervalueproc	0x00434c30	mutates-state	complete	29	100	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	2	-	0x5789d8,0x5789dc	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setitem	0x00490e60	reads-state	complete	213	614	-	1,2,3,4,5,6,7,8	8	4	NO	no	no	5	0	3	0	7	0x4026a0,0x404ab0,0x40adb0,0x48d8b0,0x4d41c0,0x4d4550,0x5005f0	0	0	-	1	2	0	-	0x584ae8	0x55c384,0x55c51c	2	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
setitemposition	0x00490990	unknown	complete	155	451	-	0,1,2,3,4	4	4	yes	no	no	0	0	3	0	7	0x4026a0,0x404ab0,0x48d810,0x4906d0,0x4d41c0,0x4d4550,0x5394a0	0	0	-	0	1	0	-	-	0x55c468	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
setlastaudiosettings	0x00487520	mutates-state	complete	19	79	0	0	0	0	yes	no	no	0	0	0	0	4	0x479a00,0x479b40,0x479c30,0x479d10	0	0	-	6	0	1	-	0x585408,0x58677c,0x586780,0x5aa144,0x5aa148,0x5aa14c,0x5aa150	-	0	file-io@6,archive@5,memory@5,thread@2,graphics@2,window-input@2,other@3	0	yes	-
setlatency	0x0048ce40	mutates-state	complete	57	174	-	0,1	1	1	yes	no	no	0	0	1	0	2	0x4d4550,0x5394a0	0	0	-	0	0	1	-	0x55b578	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setleader	0x004bd220	reads-state	complete	104	311	-	0,1,2	2	2	yes	no	no	0	0	2	0	3	0x4bbcc0,0x4d4550,0x5394a0	0	0	-	1	0	0	-	0x5aa12c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	2	yes	-
setleaderdoodadcallbackproc	0x004d8960	mutates-state	complete	29	100	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	2	-	0x5aa700,0x5aa704	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setleaderunittype	0x004bd730	unknown	complete	127	390	-	0,1,2	2	2	yes	no	no	0	0	2	0	6	0x4026a0,0x404ab0,0x4bd5b0,0x4d41c0,0x4d4550,0x5394a0	0	0	-	0	2	0	-	-	0x55d854,0x55d864	2	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
setleveldungeonconquer	0x00510db0	file-or-resource-io	complete	159	490	-	0,1,2	2	2	yes	no	no	0	0	1	0	5	0x4d4550,0x50cd20,0x53385e,0x5394a0,0x539eb0	0	2	-	0	1	0	-	-	0x555130	1	file-io@5,archive@0,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	STORM.dll!#403
setlibraryoffset	0x0043e120	mutates-state	complete	88	290	-	0,1,2	2	2	yes	no	no	0	0	2	0	2	0x4d4550,0x5394a0	0	0	-	0	0	2	-	0x5564e8,0x5564ec	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setlightningdata	0x004a45f0	reads-state	complete	109	341	-	0,1,2	2	2	yes	no	no	0	0	2	1	4	0x4a44f0,0x4d41c0,0x4d4550,0x5394a0	0	0	-	1	1	0	-	0x583898	0x55c988	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
setlightningstep	0x004a3ad0	mutates-state	complete	57	174	-	0,1	1	1	yes	no	no	0	0	1	0	2	0x4d4550,0x5394a0	0	0	-	0	0	1	-	0x584cb0	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setlineofsite	0x004ab6e0	reads-state	complete	104	311	-	0,1,2	2	2	yes	no	no	0	0	2	0	3	0x4815b0,0x4d4550,0x5394a0	0	0	-	1	0	0	-	0x584ae8	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
setmapretreatimp	0x004acde0	reads-state	complete	57	177	-	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	-	1	yes	yes	yes	0	0	1	0	2	0x4d4550,0x5394a0	0	0	-	2	0	0	-	0x55cb30,0x55cb50	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
setmargin	0x0046b510	mutates-state	complete	59	186	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	1	1	-	0x5a79ec	0x54d818	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
setmarketvalueproc	0x00434a70	mutates-state	complete	29	100	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	2	-	0x578a60,0x578a64	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
